Item#,Department,Event Part of the day,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total sales
728,Polos&Tees,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,80
729,Skirts,Morning,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,82
730,Polos&Tees,Afternoon,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,76
731,Polos&Tees,Afternoon,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,153
732,Skirts,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,83
733,Polos&Tees,Morning,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,80
734,Polos&Tees,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,82
735,Skirts,Afternoon,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,83
736,Polos&Tees,Morning,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,185
737,Polos&Tees,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
738,Polos&Tees,Morning,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,57
739,Polos&Tees,Morning,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,78
740,Skirts,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,299
741,Polos&Tees,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,78
742,Skirts,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,136
743,Skirts,Afternoon,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,169
744,Polos&Tees,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,73
745,Skirts,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,133
746,Polos&Tees,Afternoon,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,159
747,Polos&Tees,Afternoon,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,62
748,Polos&Tees,Afternoon,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,63
749,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,79
750,Polos&Tees,Afternoon,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,62
751,Polos&Tees,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,95
752,Polos&Tees,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,96
753,Polos&Tees,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,72
754,Skirts,Afternoon,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,123
755,Polos&Tees,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,100
756,Polos&Tees,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,66
757,Polos&Tees,Morning,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,70
758,Polos&Tees,Afternoon,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,66
759,Polos&Tees,Morning,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,117
760,Polos&Tees,Afternoon,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,62
761,Skirts,Morning,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,55
762,Skirts,Afternoon,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,75
763,Polos&Tees,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,53
764,Skirts,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,138
765,Polos&Tees,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,81
766,Polos&Tees,Afternoon,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,74
767,Polos&Tees,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,103
768,Polos&Tees,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,60
769,Polos&Tees,Morning,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,71
770,Skirts,Morning,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,65
771,Polos&Tees,Afternoon,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,78
772,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,55
773,Skirts,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,110
774,Polos&Tees,Morning,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,58
775,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,91
776,Skirts,Morning,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,99
777,Skirts,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,148
778,Skirts,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,53
779,Polos&Tees,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,64
780,Skirts,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,90
781,Polos&Tees,Morning,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,52
782,Skirts,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,72
783,Skirts,Morning,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,55
784,Skirts,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,59
785,Skirts,Morning,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,68
786,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,103
787,Polos&Tees,Afternoon,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,117
788,Polos&Tees,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,93
789,Skirts,Afternoon,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,91
790,Polos&Tees,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,54
791,Skirts,Morning,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,58
792,Polos&Tees,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,95
793,Skirts,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
794,Skirts,Morning,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,67
795,Skirts,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,52
796,Polos&Tees,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,54
797,Skirts,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,85
798,Polos&Tees,Afternoon,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,141
799,Polos&Tees,Afternoon,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,83
800,Skirts,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,52
801,Polos&Tees,Afternoon,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,139
802,Polos&Tees,Morning,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,98
803,Polos&Tees,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,76
804,Skirts,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,80
805,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,69
806,Polos&Tees,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,90
807,Skirts,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,163
808,Polos&Tees,Afternoon,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,56
809,Polos&Tees,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,96
810,Polos&Tees,Morning,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,51
811,Polos&Tees,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,60
812,Skirts,Afternoon,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,66
813,Skirts,Morning,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,75
814,Skirts,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,99
815,Polos&Tees,Morning,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,81
816,Polos&Tees,Morning,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,169
817,Polos&Tees,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,98
818,Skirts,Afternoon,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,100
819,Polos&Tees,Afternoon,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,71
820,Skirts,Morning,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,96
821,Skirts,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,61
822,Skirts,Morning,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,76
823,Skirts,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,117
824,Polos&Tees,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,108
825,Polos&Tees,Morning,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,61
826,Polos&Tees,Morning,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,195
827,Skirts,Afternoon,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,51
828,Skirts,Afternoon,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,64
829,Polos&Tees,Morning,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,92
830,Skirts,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,94
831,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,94
832,Polos&Tees,Morning,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,75
833,Polos&Tees,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,111
834,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,103
835,Skirts,Morning,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,74
836,Skirts,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,82
837,Polos&Tees,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,63
838,Polos&Tees,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,79
839,Polos&Tees,Afternoon,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,114
840,Skirts,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,105
841,Polos&Tees,Morning,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,57
842,Polos&Tees,Afternoon,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,66
843,Polos&Tees,Morning,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,67
844,Polos&Tees,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,154
845,Polos&Tees,Morning,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,84
846,Polos&Tees,Afternoon,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,79
847,Polos&Tees,Morning,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,70
848,Polos&Tees,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,62
849,Polos&Tees,Afternoon,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
850,Skirts,Afternoon,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,70
851,Polos&Tees,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,140
852,Polos&Tees,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,99
853,Polos&Tees,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,78
854,Skirts,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,116
855,Polos&Tees,Morning,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,88
856,Polos&Tees,Morning,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,58
857,Polos&Tees,Afternoon,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,62
858,Polos&Tees,Morning,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,84
859,Polos&Tees,Afternoon,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,96
860,Polos&Tees,Afternoon,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,128
861,Polos&Tees,Afternoon,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,153
862,Skirts,Afternoon,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,64
863,Skirts,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,96
864,Skirts,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,172
865,Skirts,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,134
866,Polos&Tees,Morning,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,53
867,Skirts,Afternoon,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,110
868,Skirts,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,71
869,Skirts,Morning,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,77
870,Skirts,Afternoon,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,81
871,Skirts,Morning,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,70
872,Polos&Tees,Afternoon,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,106
